gloss,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,93,25,-1,1,5,109,asllex,train,https://youtu.be/4kAC3haiefE,0,67694
,76,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91420.mp4,0,23638
,801,25,-1,1,7,27,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20From-T-5gCZTBobA.mp4,0,23639
,95,25,-1,1,8,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468514291.4913.mp4,0,23640
,25,25,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/f/from.mp4,0,23641
,83,25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23903.mp4,0,23642
,350,25,-1,1,11,5,aslu,test,https://www.youtube.com/watch?v=7OEW40vhX68,0,23643
,0,25,-1,1,12,83,aslpro,val,http://www.aslpro.com/main/f/from.swf,0,23644
get,0,25,569,527,0,9,asl5200,val,https://www.youtube.com/watch?v=YdHKN_wHZqo,0,24405
,382,25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/get.mp4,0,69341
,153,25,9093,8975,2,121,northtexas,train,https://www.youtube.com/watch?v=sErq0TJMKEo,0,70055
,363,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=NGdL4eJFR14,0,24445
,221,25,-1,1,5,41,aslsearch,train,http://www.aslsearch.com/signs/videos/get.mp4,0,24447
,153,25,-1,1,6,106,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GE/GET-464.mp4,0,65808
,55,25,-1,1,7,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50875.mp4,0,24438
,103,25,-1,1,8,109,asllex,train,https://youtu.be/BkBJa8psZ-M,0,67707
,704,25,-1,1,9,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Get%2C%20Receive-9lqMXL5k_Wk.mp4,0,24439
,128,25,-1,1,10,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468515653.4819.mp4,0,24440
,119,25,-1,1,11,20,handspeak,train,https://www.handspeak.com/word/g/get.mp4,0,24441
,74,25,-1,1,13,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9983.mp4,0,24443
,390,25,-1,1,14,5,aslu,val,https://www.youtube.com/watch?v=mZRz-Uyj2fo,0,24444
happen,0,25,464,422,0,9,asl5200,val,https://www.youtube.com/watch?v=SiBub8VD5wo,0,26491
,144,25,1969,1858,1,121,northtexas,train,https://www.youtube.com/watch?v=VwejDy96MzM,0,70133
,0,25,-1,1,2,16,aslpro,train,http://www.aslpro.com/main/h/happen.swf,0,26502
,177,25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/happen.mp4,0,26503
,75,25,-1,1,4,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91434.mp4,0,26494
,100,25,-1,1,5,109,asllex,train,https://youtu.be/qgXWBZP4MQs,0,67742
,296,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Coincidence-2-dTjQwq4hA.mp4,0,26495
,549,25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Happen%2C%20Incident-z3fU1S-z5F0.mp4,0,26496
,87,25,-1,1,8,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468579525.1479.mp4,0,26497
,32,25,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/h/happen.mp4,0,26498
,58,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9018.mp4,0,26499
,64,25,-1,1,11,5,aslu,test,https://www.youtube.com/watch?v=b_a7wHSJ808,0,26500
,128,25,-1,1,12,5,aslu,val,https://www.youtube.com/watch?v=_Hvg8roRP_Y,0,26501
hello,0,25,1343,1297,0,9,asl5200,val,https://www.youtube.com/watch?v=SiBub8VD5wo,0,27171
,127,25,4923,4842,1,121,northtexas,train,https://www.youtube.com/watch?v=25ymRY7hbjs,0,70017
,302,25,36,1,2,112,lillybauer,train,https://www.youtube.com/watch?v=3qKcPONtNXQ,0,68236
,131,25,-1,1,5,64,aslu,train,https://www.youtube.com/watch?v=DYjjcoTkNa0,0,27180
,75,25,-1,1,6,109,asllex,train,https://youtu.be/oRsVMK7sxMQ,0,67755
,207,25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=FVjpLa8GqeM,0,27181
,276,25,-1,1,8,51,nabboud,train,https://www.youtube.com/watch?v=WbkSmhKTltU,0,27182
,22,25,-1,1,9,16,aslpro,train,http://www.aslpro.com/main/h/hello.swf,0,27183
,182,25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/greet.mp4,0,27184
,467,25,-1,1,11,46,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hello-6kvCOzxP9_A.mp4,0,27172
,34,25,-1,1,12,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468580623.2588.mp4,0,27173
,30,25,-1,1,13,14,handspeak,test,https://www.handspeak.com/word/h/hello.mp4,0,27175
,38,25,-1,1,14,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6353.mp4,0,27177
hit,0,25,1866,1830,0,9,asl5200,val,https://www.youtube.com/watch?v=SiBub8VD5wo,0,27580
,63,25,-1,1,1,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22253.mp4,0,27596
,307,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=1R0_ICwvHUE,0,27597
,362,25,-1,1,3,7,nabboud,train,https://www.youtube.com/watch?v=i5ETtfqlUg0,0,27598
,314,25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=PIIY35Zpkf8,0,27599
,330,25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=TdhGSBisBXg,0,27600
,678,25,-1,1,6,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hit-onc6Dgl_9p0.mp4,0,27591
,15,25,-1,1,7,83,aslpro,train,http://www.aslpro.com/main/h/hit.swf,0,27601
,165,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/hit.mp4,0,27604
,616,25,-1,1,11,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hit-qjOsDnyMQpk.mp4,0,27592
,67,25,-1,1,12,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468581232.9215.mp4,0,27593
,95,25,-1,1,13,20,handspeak,test,https://www.handspeak.com/word/h/hit.mp4,0,27594
,82,25,-1,1,14,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22252.mp4,0,27595
hospital,206,25,74,1,1,113,lillybauer,val,https://www.youtube.com/watch?v=dAzz4ooEN0U,0,68404
,153,25,7036,6928,2,121,northtexas,train,https://www.youtube.com/watch?v=VwejDy96MzM,0,70150
,120,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/h/hospital.mp4,0,28040
,79,25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8688.mp4,0,28041
,370,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=syueldx2RHQ,0,28042
,75,25,-1,1,7,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456595.mp4,0,28033
,103,25,-1,1,8,109,asllex,train,https://youtu.be/n0ghkagUd8g,0,67773
,15,25,-1,1,9,16,aslpro,train,http://www.aslpro.com/main/h/hospital.swf,0,28043
,186,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/hospital.mp4,0,28044
,386,25,-1,1,11,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hospital.mp4,0,28034
,716,25,-1,1,12,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hospital%202-RBjXHnCW5O4.mp4,0,28035
,376,25,-1,1,13,60,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hospital-nVGW6FnfoZk.mp4,0,28036
,66,25,-1,1,15,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468638550.6788.mp4,0,28038
idea,0,25,143,77,0,9,asl5200,val,https://www.youtube.com/watch?v=K1YuKDdDp_k,0,28647
,44,25,-1,1,1,14,handspeak,train,https://www.handspeak.com/word/i/idea.mp4,0,28653
,59,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8900.mp4,0,28655
,284,25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=mM752iAos2w,0,28656
,197,25,-1,1,5,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/ID/IDEA-1750.mp4,0,65918
,89,25,-1,1,6,109,asllex,train,https://youtu.be/PVA9_rzGyws,0,67783
,6,25,-1,1,7,25,aslpro,train,http://www.aslpro.com/main/i/idea.swf,0,28657
,207,25,-1,1,8,41,aslsearch,train,http://www.aslsearch.com/signs/videos/idea.mp4,0,28658
,56,25,-1,1,9,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/idea.mov,0,28648
,54,25,-1,1,10,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/244655.mp4,0,28649
,609,25,-1,1,11,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Idea%2C%20Imagine-3YjmVax6CBc.mp4,0,28650
,640,25,-1,1,12,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Idea-HR8afgGna7A.mp4,0,28651
,33,25,-1,1,13,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468665115.4947.mp4,0,28652
important,0,25,467,425,0,9,asl5200,val,https://www.youtube.com/watch?v=K1YuKDdDp_k,0,29064
,309,25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/important.mp4,0,69376
,539,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Important-X2E3j_lpSGo.mp4,0,29068
,167,25,-1,1,3,99,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/IM/IMPORTANT-1746.mp4,0,65926
,61,25,-1,1,4,109,asllex,train,https://youtu.be/rRDXUWWZ1DM,0,67786
,44,25,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58531.mp4,0,29065
,3,25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468665505.46.mp4,0,29069
,307,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/important.mp4,0,29066
,62,25,-1,1,8,14,handspeak,train,https://www.handspeak.com/word/i/important.mp4,0,29070
,61,25,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7207.mp4,0,29071
,171,25,-1,1,10,5,aslu,train,https://www.youtube.com/watch?v=2NEoRZDobDs,0,29072
,0,25,-1,1,11,30,aslpro,test,http://www.aslpro.com/main/i/important.swf,0,29073
,188,25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/important.mp4,0,29074
investigate,0,25,1768,1699,0,9,asl5200,val,https://www.youtube.com/watch?v=K1YuKDdDp_k,0,30467
,104,25,-1,1,1,20,handspeak,train,https://www.handspeak.com/word/i/investigate.mp4,0,30473
,66,25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23210.mp4,0,30474
,338,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=4KztOcRrw2g,0,30475
,282,25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=f6JW_IbLybo,0,30476
,200,25,-1,1,5,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/IN/INVESTIGATE-1718.mp4,0,65960
,285,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=Ij7epQE21TY,0,30477
,9,25,-1,1,7,24,aslpro,train,http://www.aslpro.com/main/i/investigate.swf,0,30478
,79,25,-1,1,9,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/investigate.mov,0,30468
,64,25,-1,1,10,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/89806.mp4,0,30469
,548,25,-1,1,11,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Investigate-JTyt1Zq1HlQ.mp4,0,30470
,678,25,-1,1,12,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Research%2C%20Investigate-gIjCOB6HpNo.mp4,0,30471
,43,25,-1,1,13,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468668229.3966.mp4,0,30472
japan,0,25,239,177,0,9,asl5200,val,https://www.youtube.com/watch?v=8kWVajLqBL4,0,30927
,73,25,-1,1,1,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468668937.5269.mp4,0,30937
,39,25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/j/japan.mp4,0,30938
,65,25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5731.mp4,1,30941
,352,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=3RWypBF6cKY,0,30942
,62,25,-1,1,7,37,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/455336.mp4,1,30933
,89,25,-1,1,8,109,asllex,val,https://youtu.be/ZYUWTx3Xtdo,1,67803
,9,25,-1,1,10,16,aslpro,train,http://www.aslpro.com/main/j/japan_a.swf,1,30944
,9,25,-1,1,11,16,aslpro,train,http://www.aslpro.com/main/j/japan_b.swf,1,30945
,212,25,-1,1,12,41,aslsearch,train,http://www.aslsearch.com/signs/videos/japan.mp4,0,30946
,67,25,-1,1,13,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455337.mp4,0,30934
,318,25,-1,1,14,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Japan%202-8u5dM9Tyf1k.mp4,0,30935
,482,25,-1,1,15,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Japan-iA8S4bnsIIg.mp4,0,30936
jealous,0,25,289,240,0,9,asl5200,val,https://www.youtube.com/watch?v=8kWVajLqBL4,0,30973
,369,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Juice-M16OET0NJEk.mp4,0,30978
,96,25,-1,1,4,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468668969.2295.mp4,0,30979
,49,25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/j/jealous.mp4,0,30982
,100,25,-1,1,8,109,asllex,train,https://youtu.be/H1RZFFOHIrY,0,67804
,42,25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14582.mp4,0,30983
,43,25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23262.mp4,0,30984
,63,25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9357.mp4,0,30985
,335,25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=Kniz_YHJxp4,0,30986
,24,25,-1,1,13,24,aslpro,test,http://www.aslpro.com/main/j/jealous.swf,0,30987
,249,25,-1,1,14,41,aslsearch,train,http://www.aslsearch.com/signs/videos/jealous.mp4,0,30988
,37,25,-1,1,15,35,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/51150.mp4,0,30974
,405,25,-1,1,16,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/jealous.mp4,0,30975
king,0,25,396,337,0,9,asl5200,val,https://www.youtube.com/watch?v=D2Vg3lKjX78,0,31723
,329,25,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=bqFZZOtu11I,0,31736
,323,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=YM2viRv2ivA,0,31738
,0,25,-1,1,4,24,aslpro,train,http://www.aslpro.com/main/k/king.swf,0,31739
,174,25,-1,1,5,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/KI/KING-623.mp4,0,65994
,51,25,-1,1,6,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457465.mp4,0,31730
,78,25,-1,1,7,109,asllex,train,https://youtu.be/eQXDv-T7H2U,0,67816
,183,25,-1,1,8,41,aslsearch,train,http://www.aslsearch.com/signs/videos/king.mp4,0,31740
,390,25,-1,1,9,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/king.mp4,0,31731
,690,25,-1,1,10,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20King-VS55Frx_eJQ.mp4,0,31732
,108,25,-1,1,11,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468670409.942.mp4,0,31733
,57,25,-1,1,12,14,handspeak,test,https://www.handspeak.com/word/k/king.mp4,0,31734
,58,25,-1,1,13,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6280.mp4,0,31735
kitchen,720,25,-1,1,2,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Pancake%2C%20Kitchen-JYixqJW5ISo.mp4,0,31775
,90,25,-1,1,3,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1468670630.8329.mp4,0,31776
,66,25,-1,1,4,20,handspeak,val,https://www.handspeak.com/word/k/kitchen.mp4,0,31777
,62,25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14239.mp4,0,31778
,335,25,-1,1,6,65,nabboud,val,https://www.youtube.com/watch?v=e3DdcFOB-dg,1,31779
,298,25,-1,1,7,5,aslu,test,https://www.youtube.com/watch?v=lmqs2F__zH4,1,31780
,177,25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/KI/KITCHEN-557.mp4,1,65997
,121,25,-1,1,11,109,asllex,train,https://youtu.be/oe34Xa9LYrY,1,67818
,320,25,-1,1,12,65,nabboud,train,https://www.youtube.com/watch?v=UgFSAYtg8tw,0,31782
,0,25,-1,1,13,87,aslpro,train,http://www.aslpro.com/main/k/kitchen_a.swf,1,31783
,215,25,-1,1,15,41,aslsearch,val,http://www.aslsearch.com/signs/videos/kitchen.mp4,1,31785
,333,25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/kitchen.mp4,1,31773
,713,25,-1,1,17,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Kitchen-WgJSoEOaHMo.mp4,1,31774
large,0,25,234,188,0,9,asl5200,val,https://www.youtube.com/watch?v=EhkIoTNxwGE,0,32200
,123,25,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=LLGY5yaSLDk,0,32210
,246,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=LLGY5yaSLDk,0,32211
,179,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=z9WFeko-7jw,0,32212
,50,25,-1,1,4,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/308011.mp4,0,32203
,26,25,-1,1,5,72,aslpro,train,http://www.aslpro.com/main/l/large.swf,0,32213
,156,25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/large.mp4,0,32214
,325,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/large.mp4,0,32204
,572,25,-1,1,8,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Large%2C%20Huge--m_jlfbs37k.mp4,0,32205
,387,25,-1,1,9,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Large.mp4,0,32206
,112,25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468671337.1539.mp4,0,32207
,33,25,-1,1,11,20,handspeak,test,https://www.handspeak.com/word/l/large.mp4,0,32208
,36,25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9557.mp4,0,32209
last year,0,25,334,288,0,9,asl5200,val,https://www.youtube.com/watch?v=EhkIoTNxwGE,0,32281
,353,25,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=AsnNnkVJOKI,0,32287
,374,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=BMqQ832P4t4,0,32288
,400,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=KgsMpawi8GU,0,32289
,378,25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=mVVDvxDau7o,0,32290
,173,25,-1,1,5,97,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LAST-YEAR-1543.mp4,0,66012
,374,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=r-ebTdkgpEQ,0,32291
,201,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/last-year.mp4,0,32293
,76,25,-1,1,9,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457493.mp4,0,32282
,72,25,-1,1,10,8,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/457494.mp4,0,32283
,717,25,-1,1,11,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last%20Year%2C%20One%20Year%20Ago-YxJucxCTmB8.mp4,0,32284
,124,25,-1,1,12,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1465958028.9198.mp4,0,32285
,96,25,-1,1,13,20,handspeak,val,https://www.handspeak.com/word/l/last-year.mp4,0,32286
lemon,0,25,1051,999,0,9,asl5200,val,https://www.youtube.com/watch?v=EhkIoTNxwGE,0,32806
,49,25,-1,1,1,14,handspeak,train,https://www.handspeak.com/word/l/lemon-fruit.mp4,0,32816
,353,25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=TIYO3ae3nQg,0,32818
,0,25,-1,1,4,25,aslpro,train,http://www.aslpro.com/main/l/lemon.swf,0,32819
,188,25,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/lemon.mp4,0,32820
,207,25,-1,1,6,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LEMON-1679.mp4,0,66030
,211,25,-1,1,7,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LEMON-1680.mp4,0,66031
,212,25,-1,1,8,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LEMON-1681.mp4,0,66032
,216,25,-1,1,9,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LEMON-1682.mp4,0,66033
,59,25,-1,1,10,8,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/457522.mp4,0,32812
,86,25,-1,1,11,109,asllex,train,https://youtu.be/u8iBkURm8VE,0,67838
,436,25,-1,1,12,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/lemon.mp4,0,32813
,139,25,-1,1,13,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1468672161.5140.mp4,0,32814
lettuce,0,25,1314,1265,0,9,asl5200,val,https://www.youtube.com/watch?v=EhkIoTNxwGE,0,32962
,314,25,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=pEKxWF8vUGo,0,32969
,286,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=VvRadFPMjEQ,0,32970
,0,25,-1,1,3,30,aslpro,train,http://www.aslpro.com/main/l/lettuce.swf,0,32971
,199,25,-1,1,4,99,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LETTUCE-1651.mp4,0,66065
,134,25,-1,1,5,109,asllex,train,https://youtu.be/WmITf9IoItk,0,67842
,203,25,-1,1,6,41,aslsearch,train,http://www.aslsearch.com/signs/videos/lettuce.mp4,0,32972
,406,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/lettuce.mp4,0,32963
,527,25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cabbage%2C%20Lettuce%2C%20Garbage%202-mBmLhI--vyg.mp4,0,32964
,302,25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cabbage%252C%20Lettuce%252C%20Garbage.mp4,0,32965
,130,25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468711249.6223.mp4,0,32966
,62,25,-1,1,11,14,handspeak,test,https://www.handspeak.com/word/l/lettuce.mp4,0,32967
,68,25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7935.mp4,0,32968
marry,0,25,567,518,0,9,asl5200,val,https://www.youtube.com/watch?v=IxO7unGawfk,0,34955
,314,25,37,1,1,112,lillybauer,train,https://www.youtube.com/watch?v=AFQ1q4iF_08,0,68326
,87,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=RwgmSO-tMyo,0,34963
,19,25,-1,1,3,87,aslpro,train,http://www.aslpro.com/main/m/marry.swf,0,34964
,177,25,-1,1,4,97,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MA/MARRY-1625.mp4,0,66104
,230,25,-1,1,5,41,aslsearch,train,http://www.aslsearch.com/signs/videos/marriage.mp4,0,34965
,71,25,-1,1,6,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456935.mp4,0,34956
,234,25,-1,1,7,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/marry.mp4,0,34957
,472,25,-1,1,8,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Marry_2C%20Marriage.mp4,0,34958
,127,25,-1,1,9,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468713836.1212.mp4,0,34959
,91,25,-1,1,10,14,handspeak,train,https://www.handspeak.com/word/m/marry.mp4,0,34960
,74,25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6397.mp4,0,34961
,339,25,-1,1,12,5,aslu,val,https://www.youtube.com/watch?v=i_qOMhaaqVI,0,34962
meeting,0,25,957,895,0,9,asl5200,val,https://www.youtube.com/watch?v=IxO7unGawfk,0,35524
,236,25,89,1,1,113,lillybauer,train,https://www.youtube.com/watch?v=MKMoVapmIYU,0,68696
,358,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=SUeMTar-I28,0,35532
,1,25,-1,1,3,44,aslpro,train,http://www.aslpro.com//main/m/meeting_group.swf,0,35533
,101,25,-1,1,4,109,asllex,train,https://youtu.be/L9vCVI0Mkrk,0,67887
,191,25,-1,1,5,41,aslsearch,train,http://www.aslsearch.com/signs/videos/conference.mp4,0,35534
,63,25,-1,1,6,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399572.mp4,0,35525
,436,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/meeting.mp4,0,35526
,640,25,-1,1,8,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Conference%2C%20Meeting-X4pIURYciVU.mp4,0,35527
,116,25,-1,1,9,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468714746.3250.mp4,0,35528
,86,25,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/m/meeting.mp4,0,35529
